benchmark,horizon_days,strike,clean_call,noise,observed_call
lognormal,30,5209.421009514305,800.9258132755986,-0.01586834732286213,800.9099449282756
lognormal,30,5231.040932219042,779.5374544771594,0.013507908051632933,779.550962385211
lognormal,30,5252.660854923778,758.1840213451287,-0.07032545343436614,758.1136958916943
lognormal,30,5274.280777628514,736.8718083943795,0.26260876296447444,737.1344171573439
lognormal,30,5295.900700333252,715.6079624375834,-0.13021380513319725,715.4777486324502
lognormal,30,5317.520623037987,694.4005441370364,-0.40621719088170605,693.9943269461546
lognormal,30,5339.1405457427245,673.2585846187367,-0.49324525742516956,672.7653393613115
lognormal,30,5360.760468447461,652.1921353100097,0.1513588317424467,652.3434941417521
lognormal,30,5382.380391152197,631.2123090976584,-0.2976017800890639,630.9147073175693
lognormal,30,5404.000313856934,610.331310889208,0.3239585662163128,610.6552694554243
lognormal,30,5425.62023656167,589.5624557009833,0.32129453923554074,589.8837502402188
lognormal,30,5447.240159266407,568.9201724981813,-0.2202012162532212,568.699971281928
lognormal,30,5468.860081971144,548.4199921757336,-0.39272287033649833,548.0272693053971
lognormal,30,5490.48000467588,528.0785182948675,0.009055150584553529,528.0875734454521
lognormal,30,5512.0999273806165,507.9133794766949,-0.03592026505465451,507.87745921164026
lognormal,30,5533.719850085354,487.9431626957021,-0.39765056963171874,487.5455121260704
lognormal,30,5555.339772790089,468.187327105903,-0.40376039984092327,467.7835667060621
lognormal,30,5576.9596954948265,448.6660984607797,-0.05256355845280214,448.61353490232693
lognormal,30,5598.579618199563,429.4003446436145,0.08519327105699692,429.4855379146715
lognormal,30,5620.199540904299,410.4114332941508,0.3292434352291108,410.7406767293799
lognormal,30,5641.819463609037,391.7210729864282,-0.09601622384821751,391.62505676258
lognormal,30,5663.439386313773,373.35113986612396,-0.3319930094848347,373.0191468566391
lognormal,30,5685.059309018509,355.3234920787645,0.33209783285746874,355.655589911622
lognormal,30,5706.679231723246,337.6597746984189,0.091119436491511,337.7508941349104
lognormal,30,5728.299154427983,320.381218186576,0.3595655188145557,320.7407837053906
lognormal,30,5749.9190771327185,303.50843366134995,0.3289048760063912,303.83733853735635
lognormal,30,5771.538999837456,287.06120842860855,0.039586512304948696,287.1007949409135
lognormal,30,5793.158922542192,271.0583053123555,0.3673242765431337,271.42562958889863
lognormal,30,5814.7788452469285,255.51726931769736,-0.07583366843656714,255.4414356492608
lognormal,30,5836.398767951665,240.45424506548716,-0.008069069285929875,240.44617599620122
lognormal,30,5858.018690656402,225.8838082550942,0.2557277201750734,226.13953597526927
lognormal,30,5879.638613361139,211.81881414625923,-0.31950683115626777,211.49930731510295
lognormal,30,5901.258536065875,198.27026571044735,-0.4344252361006181,197.83584047434672
lognormal,30,5922.878458770611,185.24720369683928,-0.2777047878157114,184.96949890902357
lognormal,30,5944.498381475348,172.75662040061115,0.23246185249829798,172.98908225310944
lognormal,30,5966.118304180085,160.80339842513376,-0.2534216563875934,160.54997676874618
lognormal,30,5987.7382268848205,149.39027521001708,0.41556101864784245,149.80583622866493
lognormal,30,6009.358149589558,138.5178335686669,0.4236191617490547,138.94145273041596
lognormal,30,6030.978072294294,128.18451795727606,0.16617628518091643,128.35069424245697
lognormal,30,6052.597994999031,118.38667569598829,0.30126370549550885,118.6879394014838
lognormal,30,6074.217917703767,109.1186218957514,0.10906784881409992,109.22768974456551
lognormal,30,6095.837840408504,100.37272642226435,0.16615871498358292,100.53888513724793
lognormal,30,6117.457763113241,92.13952086125119,-0.42279101640665406,91.71672984484454
lognormal,30,6139.077685817978,84.40782314433136,-0.4266175432308643,83.9812056011005
lognormal,30,6160.697608522713,77.16487725717093,-0.1160511660343847,77.04882609113655
lognormal,30,6182.31753122745,70.39650528415405,0.2921225490512154,70.68862783320526
lognormal,30,6203.937453932187,64.08726894710003,0.10866767432111613,64.19593662142114
lognormal,30,6225.557376636923,58.220637767805556,-0.1562371590948175,58.06440060871074
lognormal,30,6247.177299341659,52.779161021928985,0.20866741995430937,52.987828441883295
lognormal,30,6268.797222046396,47.744640749685004,-0.33395700526732286,47.41068374441768
lognormal,30,6290.417144751133,43.09830324022869,-0.4844313639862926,42.61387187624239
lognormal,30,6312.03706745587,38.820966603878105,0.4364387617641666,39.25740536564227
lognormal,30,6333.656990160606,34.89320228098336,0.02400914310277158,34.91721142408613
lognormal,30,6355.276912865343,31.29548859942588,-0.18533869859678576,31.110149900829093
lognormal,30,6376.89683557008,28.008354775628163,0.13099308086952788,28.13934785649769
lognormal,30,6398.516758274815,25.01251404781624,0.10124818401173774,25.113762231827977
lognormal,30,6420.136680979552,22.288984926995,0.10276638610293076,22.39175131309793
lognormal,30,6441.756603684289,19.81919984308638,0.12739112609411296,19.946590969180495
lognormal,30,6463.3765263890255,17.58510074437379,-0.4351083863280403,17.14999235804575
lognormal,30,6484.996449093763,15.569221472047502,0.2283230529066873,15.797544524954189
lognormal,30,6506.616371798498,13.754756973673352,0.06237992628567024,13.817136899959023
lognormal,30,6528.236294503235,12.125619636237843,0.13279174659173087,12.258411382829575
lognormal,30,6549.856217207972,10.666483208567115,0.19643343635802546,10.862916644925141
lognormal,30,6571.476139912708,9.362814942907278,-0.10535203432583917,9.257462908581438
lognormal,30,6593.096062617446,8.200896715769375,0.293990753580608,8.494887469349983
lognormal,30,6614.715985322182,7.1678359890884735,0.49110729570759715,7.658943284796071
lognormal,30,6636.335908026917,6.2515675454123425,-0.24025669422631057,6.011310851186032
lognormal,30,6657.955830731654,5.4408469768548,0.3617509844459269,5.8025979613007275
lognormal,30,6679.575753436391,4.725236929117472,-0.07755659757950684,4.6476803315379644
lognormal,30,6701.1956761411275,4.095087101490719,-0.022467163391629463,4.0726199380990895
lognormal,30,6722.815598845865,3.5415089841722818,0.023531949131286756,3.5650409333035684
lognormal,30,6744.4355215506,3.0563462783725868,-0.29807729558504614,2.7582689827875404
lognormal,30,6766.055444255337,2.6321418954134685,0.11004143781166054,2.742183333225129
lognormal,30,6787.675366960074,2.2621023712635093,-0.34459435489984225,1.917508016363667
lognormal,30,6809.29528966481,1.9400604653813218,0.1629999413304133,2.103060406711735
lognormal,30,6830.915212369548,1.660436639926786,0.39191444984598667,2.0523510897727726
lognormal,30,6852.535135074284,1.4182000396391743,0.43839115018088803,1.8565911898200622
lognormal,30,6874.155057779021,1.2088295160351876,0.42953598401195536,1.638365500047143
lognormal,30,6895.774980483757,1.0282751637898073,-0.24112582915066927,0.787149334639138
lognormal,30,6917.394903188493,0.8729207637426057,-0.013929068906914699,0.858991694835691
lognormal,30,6939.0148258932295,0.7395474571009828,0.44136706335429454,1.1809145204552773
lognormal,60,4919.209489599415,1099.131906854518,0.3204358922673983,1099.4523427467855
lognormal,60,4949.9524569407495,1068.827167670468,-0.04533532092541026,1068.7818323495426
lognormal,60,4980.695424282084,1038.5771470101272,0.4584207969769055,1039.0355678071041
lognormal,60,5011.438391623418,1008.3921553817136,0.23611994772779676,1008.6282753294414
lognormal,60,5042.181358964752,978.283920122999,-0.12734918039112553,978.1565709426079
lognormal,60,5072.924326306086,948.2656775495352,0.11469511215284811,948.380372661688
lognormal,60,5103.667293647421,918.352252996272,0.4684916746120197,918.820744670884
lognormal,60,5134.410260988755,888.560125390738,0.12374161246561732,888.6838670032037
lognormal,60,5165.153228330089,858.9074730303691,-0.17475901589529563,858.7327140144738
lognormal,60,5195.896195671424,829.4141973835413,-0.06630713130748378,829.3478902522338
lognormal,60,5226.639163012757,800.1019219982036,-0.42178269604111385,799.6801393021625
lognormal,60,5257.382130354092,770.993963983482,-0.17339813173838514,770.8205658517436
lognormal,60,5288.125097695426,742.1152760232271,0.47466411697849253,742.5899401402056
lognormal,60,5318.8680650367605,713.492357475845,0.08568618284829899,713.5780436586933
lognormal,60,5349.611032378095,685.1531337972192,-0.08307129397922952,685.07006250324
lognormal,60,5380.353999719429,657.1268042735437,-0.41868359403336575,656.7081206795103
lognormal,60,5411.096967060764,629.4436588454664,-0.04645368329405253,629.3972051621723
lognormal,60,5441.839934402098,602.1348656187229,0.4805424595978073,602.6154080783207
lognormal,60,5472.582901743432,575.2322314615421,0.4435764061017846,575.6758078676439
lognormal,60,5503.325869084766,548.7679388581691,0.11301952547490646,548.880958383644
lognormal,60,5534.0688364261005,522.7742628935321,-0.4051199152405658,522.3691429782915
lognormal,60,5564.811803767435,497.28327286107015,0.4274652625612846,497.7107381236314
lognormal,60,5595.554771108769,472.3265234921155,0.040152550212329996,472.3666760423278
lognormal,60,5626.297738450104,447.9347411824119,0.4492956548697479,448.38403683728166
lognormal,60,5657.040705791437,424.1375108259963,-0.07020641145910544,424.0673044145372
lognormal,60,5687.783673132772,400.9629689503836,0.26228441631941757,401.225253366703
lognormal,60,5718.526640474106,378.43750877702405,-0.1845258423674676,378.2529829346566
lognormal,60,5749.26960781544,356.5855026101158,-0.20683809298080857,356.37866451713495
lognormal,60,5780.012575156775,335.4290465930776,0.40121832416129266,335.8302649172389
lognormal,60,5810.755542498109,314.98773237855585,0.13373779342268877,315.12147017197856
lognormal,60,5841.498509839444,295.27844965159693,-0.3322243310524359,294.9462253205445
lognormal,60,5872.241477180777,276.315222747603,0.31508718061851815,276.6303099282215
lognormal,60,5902.9844445221115,258.1090838397413,-0.392339767568613,257.7167440721727
lognormal,60,5933.727411863446,240.6679843594693,-0.19413466051730777,240.473849698952
lognormal,60,5964.47037920478,223.996745483817,-0.2703775969512193,223.72636788686577
lognormal,60,5995.213346546115,208.09704769879272,0.23811864641555558,208.33516634520828
lognormal,60,6025.956313887448,192.96745865321918,0.3815741789641395,193.34903283218333
lognormal,60,6056.699281228783,178.60349777252804,0.2337675324921551,178.8372653050202
lognormal,60,6087.442248570117,164.99773542624462,0.08905263677036268,165.08678806301498
lognormal,60,6118.185215911451,152.13992385105848,0.44543216565902044,152.5853560167175
lognormal,60,6148.928183252785,140.01715653539804,0.21272992697610127,140.22988646237414
lognormal,60,6179.671150594119,128.6140523788672,-0.22957236069086617,128.38448001817633
lognormal,60,6210.414117935454,117.91296065520555,0.41785341794432684,118.33081407314988
lognormal,60,6241.157085276788,107.89418263088282,0.06385346541468284,107.9580360962975
lognormal,60,6271.900052618123,98.53620562032029,-0.07510957077015123,98.46109604955014
lognormal,60,6302.643019959457,89.81594528733513,-0.12577850257602396,89.6901667847591
lognormal,60,6333.385987300791,81.70899212227641,0.4424882754586873,82.1514803977351
lognormal,60,6364.128954642125,74.18985822535092,-0.3369578450191528,73.85290038033176
lognormal,60,6394.87192198346,67.23222079693414,0.0316244891787385,67.26384528611288
lognormal,60,6425.614889324793,60.809159062497656,0.017411863379557357,60.82657092587721
lognormal,60,6456.357856666127,54.89338173004535,0.14093389188547023,55.034315621930816
lognormal,60,6487.100824007462,49.4574424783832,0.26346950621992526,49.72091198460313
lognormal,60,6517.843791348796,44.47394139252583,-0.28773227920586164,44.18620911331997
lognormal,60,6548.58675869013,39.915710686033776,0.046491362945112136,39.96220204897889
lognormal,60,6579.329726031465,35.755983468373756,0.3420417218843631,36.09802519025812
lognormal,60,6610.072693372799,31.96854471882989,-0.09314839851519197,31.875396320314696
lognormal,60,6640.815660714134,28.52786400906814,-0.12524356472473785,28.402620444343402
lognormal,60,6671.558628055468,25.40920986756771,-0.13766057228679562,25.271549295280916
lognormal,60,6702.301595396802,22.588745995765294,-0.19401392545280283,22.39473207031249
lognormal,60,6733.044562738137,20.043609824365717,0.11315069280386869,20.156760517169587
lognormal,60,6763.787530079469,17.751974136859246,-0.48309780232777944,17.268876334531466
lognormal,60,6794.530497420806,15.693092684916508,-0.2844293507395088,15.408663334177
lognormal,60,6825.273464762138,13.847330877528236,-0.3020559904216096,13.545274887106627
lognormal,60,6856.016432103473,12.19618274380872,0.4640182185739834,12.660200962382703
lognormal,60,6886.759399444807,10.72227545049401,0.40445014704855653,11.126725597542567
lognormal,60,6917.5023667861415,9.4093627022296,-0.2914279117837476,9.117934790445853
lognormal,60,6948.245334127476,8.24230836904266,-0.3975578939275467,7.844750475115114
lognormal,60,6978.98830146881,7.207061674597554,0.216725167966467,7.423786842564021
lognormal,60,7009.731268810145,6.290625244765522,0.3697051471823909,6.660330391947912
lognormal,60,7040.474236151479,5.4810172625413145,-0.3166422781220135,5.164374984419301
lognormal,60,7071.2172034928135,4.767228906236426,0.3360740213523946,5.10330292758882
lognormal,60,7101.960170834148,4.139178166733046,0.3541690240383423,4.493347190771389
lognormal,60,7132.703138175482,3.5876610498665826,0.33382976706654177,3.921490816933124
lognormal,60,7163.446105516815,3.1043010747269335,0.14262932595232958,3.246930400679263
lognormal,60,7194.18907285815,2.681497880658611,-0.43620539484337895,2.245292485815232
lognormal,60,7224.932040199484,2.312375657366175,0.17369478226744695,2.486070439633622
lognormal,60,7255.675007540818,1.9907320158714725,0.1304111194114954,2.121143135282968
lognormal,60,7286.4179748821525,1.7109878248038441,0.42218991348702606,2.13317773829087
lognormal,60,7317.160942223487,1.4681384479876485,0.2666126467451788,1.7347510947328273
lognormal,60,7347.903909564821,1.2577067365613956,0.28188230409150494,1.5395890406529005
lognormal,60,7378.646876906156,1.0756980526380886,0.39267725766030903,1.4683753102983976
lognormal,90,4709.784184175493,1315.339187340971,0.3721876659464314,1315.7113750069175
lognormal,90,4747.642914131474,1278.1515803157727,-0.469232368215731,1277.682347947557
lognormal,90,4785.501644087455,1241.0365800963655,-0.470393357771831,1240.5661867385936
lognormal,90,4823.360374043437,1204.0083464092759,-0.20866349048744837,1203.7996829187884
lognormal,90,4861.2191039994195,1167.0830038566028,0.23769225793371052,1167.3206961145365
lognormal,90,4899.077833955401,1130.2787567995974,-0.39673883335430216,1129.8820179662432
lognormal,90,4936.936563911383,1093.6159828279933,-0.1480775120491823,1093.467905315944
lognormal,90,4974.795293867364,1057.1172999408782,-0.2455755366904453,1056.8717244041877
lognormal,90,5012.6540238233465,1020.8076028203104,-0.16096737184437293,1020.6466354484661
lognormal,90,5050.512753779328,984.7140640192911,-0.04457404080729366,984.6694899784837
lognormal,90,5088.371483735309,948.8660965069203,-0.14181674550099288,948.7242797614192
lognormal,90,5126.230213691291,913.2952748032385,-0.09335427980225208,913.2019205234362
lognormal,90,5164.0889436472735,878.0352128733457,-0.48881100510734554,877.5464018682384
lognormal,90,5201.947673603255,843.1213980065095,0.06919481519290227,843.1905928217024
lognormal,90,5239.806403559237,808.5909810465764,0.1681231841046149,808.759104230681
lognormal,90,5277.665133515218,774.4825245254278,0.13999230689575204,774.6225168323236
lognormal,90,5315.5238634712,740.8357114389846,-0.3404691719223033,740.4952422670623
lognormal,90,5353.382593427182,707.6910185520264,-0.13889816813289546,707.5521203838936
lognormal,90,5391.241323383163,675.0893591811873,0.4949305632591249,675.5842897444464
lognormal,90,5429.100053339145,643.0717013457006,-0.3755856886339842,642.6961156570666
lognormal,90,5466.9587832951265,611.6786679579263,0.4255698495132144,612.1042378074395
lognormal,90,5504.817513251109,580.950126322271,-0.2241723896272566,580.7259539326437
lognormal,90,5542.676243207091,550.9247746008896,-0.08945735901705976,550.8353172418725
lognormal,90,5580.534973163072,521.6397330748741,0.4686979559055895,522.1084310307797
lognormal,90,5618.3937031190535,493.1301479767453,0.1410810737902659,493.27122905053557
lognormal,90,5656.252433075036,465.4288153984139,0.48108545286171933,465.9099008512756
lognormal,90,5694.111163031017,438.56583230104934,0.0838703297863942,438.64970263083575
lognormal,90,5731.969892986999,412.56828098939013,-0.4025026013116614,412.1657783880785
lognormal,90,5769.8286229429805,387.45995258912535,-0.08987474737944878,387.3700778417459
lognormal,90,5807.687352898962,363.26111411253305,0.3077502876308129,363.5688644001639
lognormal,90,5845.546082854945,339.988322649097,0.25998553006588354,340.24830817916285
lognormal,90,5883.404812810926,317.65428910983246,-0.10717369298437418,317.5471154168481
lognormal,90,5921.263542766907,296.26779282288953,-0.054677764172720855,296.2131150587168
lognormal,90,5959.122272722889,275.83364715855805,0.44595451146419673,276.27960167002226
lognormal,90,5996.981002678871,256.35271528652174,-0.01577938886510799,256.33693589765664
lognormal,90,6034.839732634853,237.82197416627287,0.4765732281444104,238.29854739441728
lognormal,90,6072.698462590835,220.23462396754212,0.19839593211341278,220.43301989965553
lognormal,90,6110.557192546817,203.58023933135564,-0.250995471339862,203.3292438600158
lognormal,90,6148.415922502798,187.84495822831832,-0.23793069596649274,187.60702753235182
lognormal,90,6186.27465245878,173.01170365817643,0.46270250346392894,173.47440616164036
lognormal,90,6224.133382414761,159.0604330676133,0.4121494902134121,159.4725825578267
lognormal,90,6261.992112370743,145.9684101406374,-0.2787312859502439,145.68967885468714
lognormal,90,6299.850842326725,133.71049353256808,0.12908094060100617,133.83957447316908
lognormal,90,6337.709572282706,122.2594371652965,0.17198386619358075,122.43142103149009
lognormal,90,6375.5683022386875,111.58619686606608,-0.015646287197295106,111.57055057886878
lognormal,90,6413.427032194669,101.6602383998129,0.019797622461728892,101.68003602227462
